target_file,foil_file,foil_type,phit,dprime
ADOG61.jpg,Padlock_full.jpg,foil_B,0.891089109,1.742774728
ALAMP19.jpg,ph_hp_container1.jpg,foil_B,0.94,2.198781849
potatochips2.jpg,photo_thing13.jpg,foil_B,0.85,1.46574537
candy 66.jpg,pipe4.jpg,foil_B,0.84,1.406378944
Ahorn21.jpg,pizzapie.jpg,foil_B,0.87,1.592978514
tienew07.jpg,pumpkin.jpg,foil_B,0.94,2.198781849
exact.jpg,quilt05.jpg,foil_B,0.9,1.812374214
AEARPHON6.jpg,r-2.jpg,foil_B,0.86,1.527815655
7424557_sa.jpg,review_mcmilitary_3.jpg,foil_B,0.91,1.896106324
060350.jpg,sandisk_sansa_m240_digital_audio_mp3_player-750479.jpg,foil_B,0.74,0.909827845
091106micdroshred.jpg,socks-6780.jpg,foil_B,0.930693069,2.094410909
Aclock282.jpg,speedbike.jpg,foil_B,0.881188119,1.670140067
Apex_pcb.jpg,spicerack1.jpg,foil_B,0.96039604,2.482371237
1975hunter.jpg,squirt gun.JPG,foil_B,0.95,2.326175463
boucles_d_oreilles_bonchd_0203.jpg,ss30.jpg,foil_B,0.910891089,1.903895757
209170485_34857e863d_o.jpg,StarfishMod2.jpg,foil_B,0.92,1.987068054
ab52.jpg,"sushi_narrowweb__300x357,0.jpg",foil_B,0.91,1.896106324
coffre 2.jpg,tecnica_denise-boot_oker_ocra.jpg,foil_B,0.95,2.326175463
41XJB9YZ93L._SS384_.jpg,TurtleLicensePlate.jpg,foil_B,0.86,1.527815655
Abird22.jpg,unbranded-cumfilux-astral-3ft-mattress.jpg,foil_B,0.851485149,1.474784189
babyant_1966_1034199.jpg,Untitled-6.jpg,foil_B,0.89,1.734553726
Straight_Shaft_Umbrellas.jpg,wolf-pup -500.jpg,foil_B,0.8,1.190206488
p_NOR8121.jpg,YKDPM.jpg,foil_B,0.94,2.198781849
Sandwichww.jpg,04922357088.jpg,foil_B1,0.82,1.294524324
APACKME32.jpg,0604100L.jpg,foil_B1,0.93,2.087082892
1975hunter.jpg,101643b_l.jpg,foil_B1,0.97029703,2.666058041
ABINOCU53.jpg,11193-large.jpg,foil_B1,0.851485149,1.474784189
a7b18beb-0ddd-4970-8618-53ccccd5950b_300.jpg,22824636.thl.jpg,foil_B1,0.881188119,1.670140067
Agardeninghoe.jpg,22864488.thl.jpg,foil_B1,0.98019802,2.910247501
DSC00961.JPG,26467374.thl.jpg,foil_B1,0.91,1.896106324
APIESERV3.jpg,3090-b.jpg,foil_B1,0.8,1.190206488
ALAMP19.jpg,31C46AWYS7L._AA280_.jpg,foil_B1,0.811881188,1.251353761
images-4898.jpg,35312239.thl.jpg,foil_B1,0.93,2.087082892
tapir-stamp_31.jpg,3POpez.jpg,foil_B1,0.94,2.198781849
PY2H1461.jpg,40.jpg,foil_B1,0.86,1.527815655
babyant_1966_1034199.jpg,412LSlnRxjL._SS500_.jpg,foil_B1,0.94,2.198781849
ABELGFLAG.jpg,59df2ab2-780a-4c04-ac8b-c1573ae078c4_300.jpg,foil_B1,0.871287129,1.601613839
swords_western_tizona_of_charles_v.jpg,6c3c44f0-41f2-41fa-831e-2b89123d0236_300.jpg,foil_B1,0.93,2.087082892
ABOWARRO4.jpg,7450-Pro-Gloves-Long-Back.jpg,foil_B1,0.930693069,2.094410909
B00005OONH.01.LZZZZZZZ.jpg,7666821_ra.jpg,foil_B1,0.85,1.46574537
ADOLL169.jpg,8020932.thl.jpg,foil_B1,0.87,1.592978514
Brass scales uid.jpg,8700rDeviceHomeRibbonFull.JPG,foil_B1,0.87,1.592978514
1078390905.jpg,A1DOLLAR.jpg,foil_B1,0.84,1.406378944
AFIREPLA2.jpg,A1KEY.jpg,foil_B1,0.94,2.198781849
Amanualfan16.jpg,A8DOMINO2.jpg,foil_B1,0.98,2.90443828
saunders12530_RingBinder.jpg,ABELL3.jpg,foil_B1,0.7,0.741632406
269-200613-_DSC0873.jpg,ABIRDCA10.jpg,foil_B1,0.71,0.782604173
042_0013.jpg,ABIRDHO27.jpg,foil_B1,0.93,2.087082892
Awickerbask21.jpg,ABONGO6.jpg,foil_B1,0.89,1.734553726
51wbushUphL._AA262_.jpg,ABONZAI23.jpg,foil_B1,0.87,1.592978514
Alunchbox115.jpg,Abottle96.jpg,foil_B1,0.79,1.140451453
Cherry-Pie.jpg,Abowl59.jpg,foil_B1,0.95,2.326175463
AMUSICSTA.jpg,ACAMERA29.jpg,foil_B1,0.78,1.092041284
Aroadsignin16.jpg,ACANDLE24.jpg,foil_B1,0.871287129,1.601613839
Spout_bottle_opener.jpg,ACUSHIO26.jpg,foil_B1,0.940594059,2.205861977
joy011.jpg,ADRESSE43.jpg,foil_B1,0.821782178,1.304162379
AWIG73.jpg,ADUSTER7.jpg,foil_B1,0.87,1.592978514
O-CRT-DU_lrg.jpg,AELECGUI5.jpg,foil_B1,0.82,1.294524324
AWSHOES4.jpg,Afeather12.jpg,foil_B1,0.83,1.349393534
ehs.jpg,AFISHBOW2.jpg,foil_B1,0.94,2.198781849
26461874.thl.jpg,AGREENHAT.jpg,foil_B1,0.95049505,2.332992362
caddycaddy.jpg,AHORSHOE4.jpg,foil_B1,0.900990099,1.820382319
tienew07.jpg,AJACKOL22.jpg,foil_B1,0.95,2.326175463
l_640045_s05_000.jpg,AKEY12.jpg,foil_B1,0.86,1.527815655
ALIGHTE24.jpg,ALADYMUG2.jpg,foil_B1,0.95049505,2.332992362
Ultra-Short-pacific-blue400.jpg,ALEAF54.jpg,foil_B1,0.95049505,2.332992362
tc1050b_500pix.jpg,ALOG7.jpg,foil_B1,0.86,1.527815655
T3AM07.jpg,ALONGCAT2.jpg,foil_B1,0.95,2.326175463
her9796.jpg,AORITABLE.jpg,foil_B1,0.92,1.987068054
ADOG61.jpg,APADLOCK.jpg,foil_B1,0.91,1.896106324
logitech-dinovo-edge.jpg,APAINTBR6.jpg,foil_B1,0.851485149,1.474784189
Amateur_ice_hockey_skates.jpg,APASTA20.jpg,foil_B1,0.86,1.527815655
hammernew03.jpg,APILLS5.jpg,foil_B1,0.871287129,1.601613839
ACOOKPO14.jpg,APINETREE.jpg,foil_B1,0.89,1.734553726
parfait.jpg,APITCHER8.jpg,foil_B1,0.881188119,1.670140067
79398-3-1-99.77F-K75-5-0013_320x320.jpg,aspirateur-bassin.jpg,foil_B1,0.81,1.241529336
Avase106.jpg,Aspoolofstrin.jpg,foil_B1,0.891089109,1.742774728
perfume5-b.jpg,Aspraybottle6.jpg,foil_B1,0.92,1.987068054
potatochips2.jpg,Atoycoil.jpg,foil_B1,0.910891089,1.903895757
Abird22.jpg,best_twin_tall.jpg,foil_B1,0.86,1.527815655
francisfrancisx1-coffee-maker.jpg,blackandtan.jpg,foil_B1,0.821782178,1.304162379
coffre 2.jpg,BOOT.jpg,foil_B1,0.96039604,2.482371237
folding_screens_retablo_d.jpg,c8d48476-f185-4481-a124-4bb1d5c84793_300.jpg,foil_B1,0.831683168,1.358830226
boucles_d_oreilles_bonchd_0203.jpg,Canaletti Gray 1.JPG,foil_B1,0.92,1.987068054
BROOM.jpg,Cemco_45lb_dumbbell_medium.jpg,foil_B1,0.89,1.734553726
060350.jpg,cle-USB-baladeur-MP3-KXB-256.jpg,foil_B1,0.79,1.140451453
040115_gadgets_razor_hmed10a.hmedium.jpg,copperpan10.jpg,foil_B1,0.84,1.406378944
b2c_l_scd6550.jpg,corkscrew.jpg,foil_B1,0.78,1.092041284
3ce51135-ecf8-4172-82d1-528e7fe6edf6_300.jpg,cr89bt.jpg,foil_B1,0.792079208,1.150684305
a00e7dbe-acad-41ed-b95d-6b5ffbbe4c9a_300.jpg,D-1 Four drawers desk Elm 64x23x33.jpg,foil_B1,0.73,0.866648287
Abackpack31.jpg,DAD5508L.jpg,foil_B1,0.82,1.294524324
AEARPHON6.jpg,donut.jpg,foil_B1,0.792079208,1.150684305
3D_Design_Toilet_Seat.jpg,fbcc2693-86bb-4b23-a5cb-f59bd788a308_300.jpg,foil_B1,0.85,1.46574537
AMOTH28.jpg,gold heart rosary.jpg,foil_B1,0.9,1.812374214
Aredapple5.jpg,graco-2240-9757ngs.jpg,foil_B1,0.9,1.812374214
ocadia11if.jpg,handle1.jpg,foil_B1,0.871287129,1.601613839
SleepingCherubOnShell32004.jpg,hawaiian_shirt_corvette_panel_rd_pf.jpg,foil_B1,0.97029703,2.666058041
CashRegister.jpg,henrybar_stool1.jpg,foil_B1,0.861386139,1.536653747
009.-trashcan_lrg.jpg,HM651001a_Leatherman_tool_charge_ti_mit_lederetui_Relags.jpg,foil_B1,0.66,0.583312575
41XJB9YZ93L._SS384_.jpg,il-423-3784.jpg,foil_B1,0.940594059,2.205861977
Ahorn21.jpg,istockphoto_2309369_meat_lovers_pizza_5.jpg,foil_B1,0.9,1.812374214
Apex_pcb.jpg,Kamenstein-12-Tin-Magnetic-Spice-Rack-B0002TVV34-L.jpg,foil_B1,0.92,1.987068054
small lilliput robot.jpg,kayak_complet_10.jpg,foil_B1,0.83,1.349393534
2000-4684_M.jpg,ketchup-hot2-big.jpg,foil_B1,0.9,1.812374214
Multimedia_Speakers.jpg,laptopnew09.jpg,foil_B1,0.82,1.294524324
ROMSL1374.jpg,Large martingale-Reflective.jpg,foil_B1,0.95,2.326175463
folding_bike_dahon.jpg,Life-Fitness-C1-5-Upright-Exercise-Bike.jpg,foil_B1,0.861386139,1.536653747
Straight_Shaft_Umbrellas.jpg,loom-baby-wolf-500.jpg,foil_B1,0.84,1.406378944
AGLOBE8.jpg,Make-Up-Set-Cake.jpg,foil_B1,0.9,1.812374214
ATRACTOR6.jpg,matzah.jpg,foil_B1,0.861386139,1.536653747
712_toothbrush.jpg,micro-scooter-t-bar-blue-6.jpg,foil_B1,0.75,0.953872601
exact.jpg,mom_quilt.jpg,foil_B1,0.891089109,1.742774728
Aclock282.jpg,MotoSmall.jpg,foil_B1,0.93,2.087082892
AREDCOUC5.jpg,muffin02.jpg,foil_B1,0.9,1.812374214
9001.jpg,n_hsf.jpg,foil_B1,0.75,0.953872601
1383_1749_popup copy.jpg,nlc009389-v6.jpg,foil_B1,0.88,1.661710287
AFISHLU5.jpg,Nunchaku-White_sml.jpg,foil_B1,0.82,1.294524324
ATYPEWR46.jpg,P184708_hero.jpg,foil_B1,0.97,2.659858129
single flap.jpg,P190250_hero.jpg,foil_B1,0.85,1.46574537
necklascenew04.jpg,p1983817dt.jpg,foil_B1,0.86,1.527815655
M4791.jpg,p3391515dt.jpg,foil_B1,0.94,2.198781849
7264122_ra.jpg,p3956769dt.jpg,foil_B1,0.95,2.326175463
41AWBNXQRML._AA262_.jpg,peg_perego_uno_verde.jpg,foil_B1,0.8,1.190206488
AFRAME138.jpg,pellacoatrack_01.jpg,foil_B1,0.75,0.953872601
candy 66.jpg,pipe52.jpg,foil_B1,0.920792079,1.994631493
APLANT6.jpg,pTRU1-2788705dt.jpg,foil_B1,0.76,0.998856116
Abikini5.jpg,Pumpkin Hookah Pipe Green on Red.jpg,foil_B1,0.87,1.592978514
popmech2.jpg,r.jpg,foil_B1,0.9,1.812374214
ALEI16.jpg,Red Canyon Tent.jpg,foil_B1,0.95049505,2.332992362
132005.jpg,roquefort.jpg,foil_B1,0.96039604,2.482371237
cassette-tape-1.jpg,salt_2.JPG,foil_B1,0.97,2.659858129
091106micdroshred.jpg,samanthas-fixation-socks.jpg,foil_B1,0.96,2.475845306
230397853.jpg,Sony_Bravia_cellphone_1.jpg,foil_B1,0.93,2.087082892
209170485_34857e863d_o.jpg,Starfish01N.jpg,foil_B1,0.95049505,2.332992362
replacementbulb2.jpg,stingray-leather-hobo-handbag-1.jpg,foil_B1,0.87,1.592978514
ab52.jpg,sushi.jpg,foil_B1,0.97,2.659858129
Salt_Pepper_Mills_Sets.jpg,teddybear_1.jpg,foil_B1,0.910891089,1.903895757
shears2.jpg,tire.jpg,foil_B1,0.93,2.087082892
7424557_sa.jpg,TOY-010.jpg,foil_B1,0.96039604,2.482371237
SimplyChickHeadband32.jpg,train9.jpg,foil_B1,0.96039604,2.482371237
AROCK9.jpg,Wilson53Big.jpg,foil_B1,0.8,1.190206488
p_NOR8121.jpg,XVOFN.jpg,foil_B1,0.95049505,2.332992362
ACHEESGR4.jpg,Yellow-Kettle.jpg,foil_B1,0.871287129,1.601613839
